id,source,jim_crow,type,chapter_num,section_num,chapter_text,section_text
1895_private laws_161_9,project experts,1,private laws,160,8,CHAPTER 160 n act to amend the charter of the town of Gastonia. The General Assembly of North Carolina do enact:,"If the board of commissioners shall deem it advisable to establish and maintain public schools in said town, they shall so declare by an ordinance duly adopted, in which shall be set out the maximum rate of taxation which, in their opinion, shall be levied for that purpose, and also the number of school commissioners who shall be elected. The ordinance shall fix a day, not earlier than thirty days after its adoption, when an election shall be held to ascertain the will of the people of the town upon the subject, and it shall be published for four weeks before said election in some newspaper published in said town. At said election those in favor of levying the tax shall vote a ticket on which shall be the words, for graded schools, and those opposed to levying the tax shall vote a ticket on which shall be the words against graded schools. The inspectors shall meet as soon as the polls are closed and shall declare the result, and certify the same to the secretary of the board, who shall record the same. If a majority of the qualified voters of the town shall vote in favor of said school, it shall be the duty of the board of commissioners to levy and collect annually for the use of said school a tax, the rate of which shall be fixed by the school commissioners, not however to exceed the rate mentioned in the aforesaid ordinance. This tax shall be collected as other town taxes, and shall be paid to the treasurer of said town, who shall be ea officio secretary and treasurer of the board of school commissioners. The mayor shall be the president of such board. Within ten days after their election the board shall meet and organize ; they shall hold office until the next regular municipal election, and until their successors are qualified. At the said regular election school commissioners shall be elected under the same rules and regulations as may be provided for the election of commissioners of the town. The board of school commissioners of the town of Gastonia, as herein provided for, shall be a corporation, and shall have power to acquire and hold all such personal and real property as may be needed for the schools to be maintained and established by them under the provisions of this act. They shall employ teachers, fix their pay, and make all rules and regulations for the government of said schools: Provided, however, that the said board must establish and maintain separate schools for the children of the white race, and for the children of the colored race. It shall be the duty of the schoo) commissioners of the county of Gaston, as soon as the schools herein provided for are established, to lay off, as one of the school districts of said county, all that part of said county which is within the limits of the said town of Gastonia, to be known as Gastonia school district ; and all moneys apportioned to said district under the provisions of the school laws of the state shall be paid by the county treasurer to the treasurer of the board of school commissioners of said town, to be by them expended in the maintenance of said schools: Provided, that the privilege of attending is granted to all children who would be entitled to attend the public schools of the state."
1876/77_public laws_140_5,project experts,1,public laws,139,4,CHAPTER CXXXIX. AN ACT CONCERNING THE TOWN OF GOLDSBORO.,"Said registrar shall be furnished by said county commissioners with registration books at the expense of the town; and it shall be the duty of said registrar to open his books at the court-house in said town at least ten -10 days before the day of election, herein provided for, and to register therein the names of all persons applying for registration and entitled to register and vote. It shall be the duty of the registrar to keep the names of the white voters separate and apart from those of colored voters ; and he shall designate on the registration books, opposite the name of each person registering, the ward in which he resides, and his place of residence in such ward ; and if any applicant for registration shall not disclose his place of residence in his ward, his wilful failure so to do, shall be prima facie evidence that he is not entitled to register in such ward."
1905_private laws_336_12,project experts,1,private laws,336,11,CHAPTER 336 AN ACT TO ESTABLISH GRADED SCHOOLS IN THE TOWN OF HERTFORD AND TO ISSUE BONDS. The General Assembly of North Carolina do enact:,"That it shall be the duty of said board of graded school trustees to establish graded schools for the white and colored children of said graded school district. And said board of trustees shall appropriate and use the funds derived from said particular taxes, and from other sources, in such manner as may be deemed just to both races, providing equal facilities to each, due regard being paid, however, to the difference in the cost of maintaining said schools, and to the usual habits and environments of the two races: Provided, that all donations to said schools shall be applied as directed by the donors."
1881_public laws_201_52,project experts,1,public laws,200,51,CHAPTER 200 AN ACT TO REVISE AND CONSOLIDATE THE PUBLIC SCHOOL LAW AND TO MAKE MORE EFFICIENT THE SYSTEM OF PUBLIC IN: STRUCTION IN THIS STATE. The General Assembly of North Carolina do enact :,"It shall be the duty of the school committee of each district to take and return to the county superintendent of public instruction, on or before the first day of September in every year, a full and accurate census of the children between the ages of six and twenty-one, designating the race and sex. And the said committee shall also report to the said county superintendent the number of public school-houses and the value of all public school property for each race, separately."
1923_public laws_137_43,project experts,1,public laws,136,42,"CHAPTER 136 AN ACT TO AMEND THE CONSOLIDATED STATUTES AND TO CODIFY THE LAWS RELATING TO PUBLIC SCHOOLS. Whereas the acts of the General Assembly relating to public education are for the purpose of aiding all the people, and espe- cially school officials, in maintaining and conducting a system of public schools and in providing revenue for the same; and Whereas a great need is apparent for collecting all the laws relating to public education and codifying them in such a way as to set forth as clearly as possible the legal duties, powers, and responsibilities of the several school officials, in order to give them and all other friends of public education a clearer concep- tion of their duties in maintaining and conducting public schools in accordance with the needs of the people and the provisions of the Constitution: Now, therefore, The General Assembly of North Carolina do enact: PART I ARTICLE I. INTERPRETATIONS","Board shall provide schools for Indians in certain counties. It shall be the duty of the county board of education to provide separate schools for Indians as follows: The persons residing in Robeson and Richmond counties supposed to be descendants of a friendly tribe once residing in the eastern portion of the State, known as Croatan Indians, and who have heretofore been known as Croatan Indians, or Indians of Robeson County, and their descendants, shall be known and designated as the Cherokee Indians of Robeson County; and the persons residing in Person County supposed to be descendants of a friendly tribe of Indians and Whites Lost Colony, once residing in the eastern portion of this State, and known as Cubans, and their descendants, shall be known and designated as the Indians of Person County. NotEFor separate schools for Indians in Scotland County, see 1909, 2 720 For separate schools in Cumberland County, see 1907, c. 499, and for Sampson County, see 1917, c. 509 The Indians mentioned above and their descendants shall have separate schools for their children, school committees of their own race and color, and shall be allowed to select teachers of their own choice, subject to the same rules and regulations as are applicable to all teachers in the general school law, and there shall be excluded from such separate schools all children of the negro race to the fourth generation. (C. S. 5546, 5547.) ArT. 4 ScHOOL OFFICIALS SELECTED BY OR RESPONSIBLE TO THE BoaRD OF EDUCATION"
1907_public laws_743_2,project experts,1,public laws,742,1,"CHAPTER 742 AN ACT TO AMEND CHAPTER 807, PUBLIC LAWS OF 1905, AUTHORIZING THE BOARD OF EDUCATION FOR MECK- LENBURG COUNTY TO CONTRIBUTE TO THE FREE PUBLIC LIBRARY IN THE CITY OF CHARLOTTE. The General Assembly of North Carolina do enact:","That chapter eight hundred and seven of the Public Laws of one thousand nine hundred and five be and the same is hereby amended by adding after section seven of said chapter the following: Sec. 7a. That for the purpose of extending to the people of Meck-: lenburg County the privileges of the free public library in the city | of Charlotte, known as the Charlotte-Carnegie Public Library, the. Board of Education for said county may appropriate annually  out of the educational funds of said county ard pay to the treasurer of said public library such sum as may be sufficient to secure from the board of trustees of said library to the white citizens of Mecklenburg County the privileges and use of the books of said library, said appropriation not to exceed in any one year the sum of five hundred dollars. That whenever any such appropriation shall be made and accepted, the privileges of said library shall be extended to all white citizens within said county, under the rules and regulations adopted by said board of trustees, ,and the use of said books and the enjoyment of said privileges shall continue for such term as shall be agreed upon between the Board of Education for said county and the board of trustees for said library."
1883_private laws_101_2,project experts,0,private laws,100,1,CHAPTER 100 An act to incorporate Central Institute for Young Ladies. The General Assembly of North Carolina do enact : .,"That Thomas W. Harris, Sterling Johnston, J. W. Heptinstall, E.C. Thorne, W. C. Johnston, C. L. Sledge, W. E. Spruill, N. E. Jenkins, M. E. Newsom, W. H. Thorne, B. R. Browning, their associates and successors, be and they are hereby created a joint stock company, a body politic and corporate, for the purpose of maintaintaining a school of high grade near the town of Littleton, in the county of Warren, for the intellectual, moral and religious development and training of young ladies under the name and style of Central Institute for Young Ladies, and in that name may sue and be sued, may plead and be impleaded, contract and be contracted with, aoquire, hold and convey in their corporate capacity property personal and real, and exercise all acts in relation thereto incident to the ownership of personal proper and real estate."
1917_public local laws_664_2,project experts,0,public local laws,663,1,"CHAPTER 663 AN ACT TO AMEND (CHAPTER 775 OF THE PUBLIC-LOCAL LAWS OF 1913, ENTITLED AN ACT TO PROHIBIT DIS- ORDERLY CONDUCT, PREVENT PUBLIC DRUNKENNESS, AND PROTECT CERTAIN CHURCHES AND ASSOCIA- TIONS. The General Assembly of North Carolina do enact:","That chapter seven hundred and seventy-five of the Public-Local Laws of one thousand nine hundred and thirteen, entitled An act to prohibit disorderly conduct, prevent public drunkenness, and protect certain churches and associations, be and the same is hereby amended as follows: In section four, line two, after the word highways insert the words, or on any railway train; in lime five of said section strike out the word fifteen and insert the word fifty; also in line five strike out the word fifty and insert the words one hundred; in line six strike out the word five and insert the word thirty; also in line six strike out the word thirty and insert the word sixty. This act shall apply only to Yancey County."
1899_public laws_2_4,project experts,1,public laws,1,3,"CHAPTER 1 An act to revise, consolidate and amend the insanity laws of this state. The General Assembly of North Carolina do enact: _","The State Hospital at Morganton, and the State Hospital jat Raleigh, shall be exclusively for the accommodation, maintenance, ieare and treatment of the white insane and inebriates of this state, and the State Hospital at Goldsboro shall be exclusively for the accommodation, maintenance, care and treatment of the colored insane and inebriates of this state."
1957_session laws_1370_3,project experts,0,session laws,1369,2,CHAPTER 1369 AN ACT TO PROVIDE FOR INSTRUCTION AND TRAINING FOR TRAINABLE MENTALLY HANDICAPPED CHILDREN. The General Assembly of North Carolina do enact:,"County and city boards of education are hereby authorized and empowered to establish training programs or centers for training such trainable mentally retarded children. Boards of education in adjacent administrative units may by written agreement recorded in their minutes jointly operate such a program or center. In addition to such other funds 1551 as may be available for this purpose, county or city boards of education establishing such programs or centers are authorized to expend therefor any State or local funds apportioned to them under the provisions of this Act. County and city boards may also receive gifts to be used for such programs or centers and may expend them for such purposes. County and city boards of education are authorized to include in their capital outlay and current expense budgets funds to enable the establishment, maintenance and operation of training programs or centers established pursuant to this Act and the tax levying authorities are authorized to allow said budgetary items and to levy proper taxes therefor."
1871/72_public laws_190_21,project experts,1,public laws,189,20,CHAPTER CLXXXIX. AN ACT TO CONSOLIDATE THE SCHOOL LAWS AND TO PROVIDE FOR A 8YSTEM OF PUBLIC INSTRUCTION. -,"The school committee shall conenlt the convenience of the white residents in settling the boundaries of districts for white schools, and of colored residents in settling the boundaries ot districts tor colored schools. The schools of the two races shall be separate ; the districts may be the same or not, according to the convenience of the #NAME? concerned. In cases where there are two sets of districts in a township, they shall be designated as School District; No. 1, 2, 8, &e., for white schools, or School District, No. 1, 2, 3, &e., for colored schools, as the case may be, of township ot , &e., as before stated."
1905_private laws_278_5,project experts,1,private laws,278,4,"CHAPTER 278 AN ACT TO ESTABLISH GRADED SCHOOLS IN THE TOWN OF BEAUFORT, CARTERET COUNTY. The General Assembly of North Carolina do enact:","That in case a majority of the qualified voters of the said Beaufort Graded School District shall be in favor of such tax, the Board of Commissioners of Carteret County shall, in addition to other taxes laid upon said school district. annually compute and levy, at the time of levying other taxes, a sufficient special tax upon the property and polls of the white and colored persons of said Beaufort Graded School District, to raise such a sum of money as the trustees of said graded schools in said graded school district shall deem necessary to Support and maintain said graded schools, which sum shall not exceed thirty cents on one hundred dollars valuation of property and ninety cents on each poll. The said trustees, whose appointment is hereinafter provided for, upon their appointment and qualification after the election herein provided for, shall meet and organize and report to the Commissioners of Carteret County what sum said trustees deem necessary to support and maintain said graded schools during the first year; and annually thereafter the said trustees, thirty days prior to the time for levying the county taxes. shall report to the said Board of Commissioners of Carteret County what sum is necessary to support and maintain said graded schools during the next year. The taxes levied for the support of said schools, as hereinafter provided, shall be annually collected as other taxes are collected and paid over by the sheriff or other collecting officer to the Treasurer of Carteret County for the safe-keeping and proper distribution of the same, and the said tax levied and collected for said graded schools shall be kept sacred and separate and distinct from other taxes by the said officers, and shall be used only for the purposes for which they were levied and collected."
1913_private laws_200_7,project experts,1,private laws,199,6,CHAPTER 199 AN ACT TO AMEND THE CHARTER OF THE CITY OF GASTONIA; NORTH CAROLINA. The General Assembly of North Carolina do enact:,"That it shall be the duty of the board of aldermen to declare at what place or places elections shall be held in said city; and they shall give due notice of the establishment of said voting place or places by publication in some newspaper published in said city four weeks before the election or by posting such notiges at three or more public places in said city. The board of aldermen shall at their first regular meeting in March, one thousand nine hundred and thirteen, and biennially thereafter, appoint a registrar for said election, and shall give notice of registration by causing publication to be made at three public places in said city of Gastonia, giving in said notice the name of said registrar and the place of registration. The board of aldermen shall furnish said registrar with registration books, and it shall be the duty of the registrar appointed by the year one thousand nine hundred and thirteen and thereafter, for four consecutive Saturdays next preceding the election, between the hours of seven A. M. and seven Pp. M., to open the registration books at such place or places as has been advertised as aforesaid, and to register therein the names of all persons applying for registration and entitled to register and vote, keeping the names of the white voters separate and apart from those of the colored voters: Provided, however, that the registrar, after said registration books have been opened and before the same are closed according to law, may in his discretion, register persons applying for registration and entitled to register and vote, at other times and places than the time and place mentioned in said advertisement or notice. Any person offering to register shall be required to take an oath that he is a citizen of North Carolina and has resided in the county ninety days and in the city of Gastonia thirty days; and if any person shall willfully swear falsely he shall be deemed guilty of a misdemeanor, and on conviction be sentenced to pay a fine of fifty dollars or imprisoned for thirty days in the county jail: Provided, however, that it shall not be required or necessary to have a new registration under this act, but the registration as now in force and effect, under the Private Laws of North Carolina of one thousand eight hundred and ninety-nine, chapter one hundred and forty-eight, or acts supplementary or amendatory thereof, or ordinances of said city in furtherance of said act, shall be in full force and operation, and such books may be revised so as to show an active list of electors previously registered and still residing in said city without requiring said electors to be registered anew; and such registration books shall on the fourth Saturday before the first Monday in May, one thousand nine hundred and thirteen, and biennially thereafter, be opened for the registration of any elector entitled to registration whose names have not before been registered in said books or do not appear in the revised list: Provided, however, that the board of aldermen may at any time order a new registration. The said registrar and the two judges appointed as above set forth shall compose the judges or inspectors of election to open the polls, receive and deposit the ballots in the boxes provided for that purpose, and to superintend and have control of the voting."
1871/72_public laws_194_35,project experts,1,public laws,193,34,"CHAPTER OCOXCITTI. AN ACT CONCERNING MARRIAGES, MARRIAGE SETTLEMENTS AND THE CONTRACTS OF MARRIED WOMEN.","What to be declared void at all times: All marriages between a white person snd a negro, or _indian, or between a white person and a negro or indian descent, to the third generation inclusive, shal] be absol utely void to all intents and purposes, and shall be so held and declared by every court at all times, whether during the lives or atter the deaths of the parties thereto; and it shall not be lawful for the issue of any such marriage to be legitimated to the supposed father."
1903_public laws_648_6,project experts,1,public laws,647,5,CHAPTER 647 AN ACT TO PROVIDE FOR THE ATTENDANCE OF CHILDREN IN THE SCHOOLS OF MACON COUNTY. The General Assembly of North Carolina do enact:,"That this act shall not apply in any case where the child has been or is being taught at home in such branches as are taught in the public schools for the length of time required in section one of this act, or whose physical or mental condition renders his or her attendance impracticable, or who shall be excused by the public school committee of the township or district in which the parent, guardian or other person having control resides, upon its being shown to their satisfaction that the parent, guardian or other person having control was not able, on account of poverty, to clothe such child properly, or that he or she has already acquired the ordinary branches required by law, or that. there is no white school, in the case of white children, or colored school, in the case of colored children, within two miles by the nearest traveled road."
1889_public laws_200_10,project experts,1,public laws,199,9,CHAPTER 199 An act to amend the public school law. The General Assembly of North Carolina do enact:,"That the auditor of the. State shall include on the form which he furnishes to the board of county commissioners, and on which the tax-lists are to be made out, separate columns for school poll-tax and school property tax, in one of which columns shall be entered the total poll-tax levied by the General Assembly and the county authorities for schools due by each tax-payer, and in the other the total property tax levied by the General Assembly and the county authorities for schools due by each tax-payer. The auditors form shall likewise show, in separate columns, the white and colored polls, and in separate columns the property of whites and colored, and the list-takers form shall be arranged accordingly."
1923_public laws_137_41,project experts,0,public laws,136,40,"CHAPTER 136 AN ACT TO AMEND THE CONSOLIDATED STATUTES AND TO CODIFY THE LAWS RELATING TO PUBLIC SCHOOLS. Whereas the acts of the General Assembly relating to public education are for the purpose of aiding all the people, and espe- cially school officials, in maintaining and conducting a system of public schools and in providing revenue for the same; and Whereas a great need is apparent for collecting all the laws relating to public education and codifying them in such a way as to set forth as clearly as possible the legal duties, powers, and responsibilities of the several school officials, in order to give them and all other friends of public education a clearer concep- tion of their duties in maintaining and conducting public schools in accordance with the needs of the people and the provisions of the Constitution: Now, therefore, The General Assembly of North Carolina do enact: PART I ARTICLE I. INTERPRETATIONS","Kindergartens may be established. Upon a petition by the board of directors or trustees or school committee of any school district, endorsed by the county board of education, the board of county commissioners, after thirty days notice at the courthouse door and three other public places in the district named, shall order an election to ascertain the will of the people within said district whether there shall be levied in such a district a special annual tax of not more than fifteen cents on the one hundred dollars worth of property and fortyfive cents on the poll for the purpose of establishing kindergarten departments in the schools of said district. The election so ordered shall be conducted under the rules and regulations for holding special tax elections in special school districts, as provided in article eighteen of this chapter. At such election those who are in favor of the special tax shall vote a ballot on which shall be printed the words For Kindergartens, and those who are opposed shall vote a ballot on which shall be printed the words Against Kindergartens. If a majority of the qualified voters shall vote in favor of the tax, then it shall be the duty of the board of trustees or directors or school committee of said district to establish and provide for kindergartens for the education of the children in said district of not more than six years of age, and the county commissioners shall annually levy a tax for the support of said kindergarten departments not exceeding the amount specified in the order of P. L.21 election. That said tax shall be collected as all other taxes in the county are collected and shall be paid by the sheriff to the treasurer of the said school district to be used exclusively for providing adequate quarters and for equipment and for the maintenance of said kindergarten department."
1919_private laws_96_5,project experts,1,private laws,95,4,CHAPTER 95 AN ACT TO ESTABLISH NEWPORT GRADED. SCHOOL DIS- TRICT IN CARTERET COUNTY The General Assembly of North Carolina do enact:,"That it shall be the duty of said board of school trustees to establish separate schools for the white and colored children of said school district, and they may grade the schools for either race, and shall appropriate and use the funds from special taxes and from state and county school funds in such manner as may be deemed just to both races, due regard being had to difference in cost of maintaining and the requirements, of said schools: Provided, donation and income for benefit of any special school shall be so applied."
1949_session laws_940_4,project experts,0,session laws,939,3,1014 CHAPTER 939 AN ACT CREATING AN AGRICULTURAL AND BREED- ERS ASSOCIATION FOR THE COUNTY OF PASQUO- TANK ON APPROVAL BY THE VOTERS OF SAID COUNTY. The General Assembly of North Carolina do enact:,"That when the commission shall have granted a franchise or privilege as aforesaid to any corporation as aforesaid, the said corporation is hereby fully authorized and empowered to legally construct, build, carry on, maintain and operate a park, driving ground or race course outside the corporate limits of the City of Elizabeth City, but inside the corporate limits of Pasquotank County and to conduct and to maintain therein horse races: Provided, however, that no race or racing shall be conducted on Sunday and no race or racing shall begin or commence before the hour of one P. M. Eastern Standard Time, and that no person under the age of twenty-one years shall be admitted as a patron within the grounds of said park, driving ground or race course unless such person is accompanied by his or her parent or guardian, and such corporation is hereby expressly granted full power and authority to operate and maintain what is generally known as Pari Mutuel Machines or Appliances of the kind employed and in use at recognized racing courses in America: Provided, however, that said pari mutuel machines and appliances shall only be maintained and operated within the enclosure of said park, driving ground or race course and only on days or parts of days when races or racing is being therein conducted, and it shall be legal for any and all persons legally within the enclosure of said park, driving ground or race course while said park, driving ground or race course is open for racing, to participate in the operation, or become a patron of said pari machines and appliances. Subsec. (a). Any franchise or privilege granted by the commission to any corporation under the provisions of this Act shall be and remain irrevocable so long as said corporation complies with the terms and provisions of said franchise and complies with the rules and regulations of the said commission: Provided, however, that no franchise granted to any corporation by said Agricultural and Breeders Association Commission shall be transferred or assigned to any other corporation except by and with the written consent of the commission first obtained."
1909_private laws_267_2,project experts,0,private laws,266,1,"CHAPTER 266 AN ACT TO INCORPORATE THE INDUSTRIAL TRAINING AND EDUCATIONAL SCHOOL, OF FAISON, NORTH CARO- LINA. The General Assembly of North Carolina do enact:","That H. C. Wright. A. R. Middleton, D. A. Williams, Peter Johnson, G. R. Raynor, Rev. N. Moore, R. A. Speers, Rev. J. N. McKnight, J. R. Coel, S. S. Stevens and J. C. Herring (colored), and their successors in office, be and they are hereby created a body politic and corporate, under the name and style of Industrial Training and Educational School, for the purpose of establishing and maintaining a school or system of schools at Faison, North Carolina, in which may be taught the usual educational branches and manual training as to the said trustees may seem expedient and proper; with the privilege of using a common seal. to be altered at their pleasure; with the power in their corporate name to sue and be sued, to plead and be impleaded, to hold real and personal property. by gift, purchase, donation or otherwise, as they may deem necessary and convenient to the establishment and maintenance of the said school; to make all rules needful and necessary for the government of their body, and for the carrying into effect the purposes of their said institution. and to do all acts pertaining to similar corporations, not inconsistent with the laws of North Carolina and the United States."
1935_public local laws_308_8,project experts,0,public local laws,307,7,"CHAPTER 307 AN ACT TO ENABLE CABARRUS COUNTY TO ESTABLISH AND MAINTAIN A PUBLIC HOSPITAL, TO LEVY A TAX AND ISSUE BONDS THEREFOR, APPOINT HOSPITAL TRUSTEES, MAINTAIN A TRAINING SCHOOL FOR NURSES, ETC. The Genera? Assembly of North Carolina do enact:","The hospital established under this Act shall be for the benefit of the inhabitants of Cabarrus County, and of any person falling sick or being injured or maimed within its limits; but every inhabitant or person who is not a pauper shall pay to such executive committee or such officers as it shall designate for such county public hospital a reasonable compensation for occupancy, nursing, care, medicine, and/or attendance, according to the rules and regulations prescribed by said executive committee, such hospital always being subject to such reasonable rules and regulations as said committee may adopt in order to render the use of szid hospital of the greatest benefit to the greatest number; and said executive committee may exclude from the use of such hospital any and all inhabitants and persons who shall willfully violate such rules and regulations; and said committee may extend the privileges and use of such hospital to persons residing outside of Cabarrus County upon such terms and conditions as said executive committee may from time to time by its rules and regulations prescribe."
1876/77_public laws_235_2,project experts,1,public laws,234,1,CHAPTER CCOXXXIV. AN ACT TO ESTABLISH NORMAL SCHOOLS.,"Zhe General Assembly of North Carolina do enact, That it shall be lawful, for the state board of education, to establish a normal school, in connection with the state university, for the purpose of teaching and training young men of the white race for teachers of the common schools of the state, and to aid in defraying the expense of carrying on such normal school. The state board of education is authorized and instructed to draw upon the treasury for an amount not to exceed two thousand dollars annually for the year of one thousand eight hundred and seventy-seven, and the year of one thousand eight hundred and seventy-eight, to be paid out of any money in the treasury, not otherwise appropriated, to be used for the purpose herein stated, and no other."
1876/77_public laws_235_3,project experts,1,public laws,234,2,CHAPTER CCOXXXIV. AN ACT TO ESTABLISH NORMAL SCHOOLS.,"That it shall be lawful for the state board of education to establish a normal school at any place they may deem most suitable, either in connection with some one of the colored schools of high grade in the state, or otherwise, for the teaching and training young men of the colored race, from the age of fifteen to twenty-five years, for teachers in the common schools of the state for the colored race, and to aid in defraying the expense of carrying on such normal school the state board of education is authorized and instructed to draw upon the treasury for an amount not to exceed two thousand dollars annually for the year of one thousand eight hundred and seventy-seven and the year.ofone thousand eight hundred and seventy-eight, to be paid out of any money in the treasury, not otherwise appropriated, to be used for the purpose herein stated, and no other. _"
1883_public laws_193_7,project experts,1,public laws,192,6,"CHAPTER 192 An act to establish graded schools in Wilson township, Wi!son county. T he General Assembly of North Carolina do enact:","That E. C. Simms, Peter Rountree,Mharles Battle, G. A. Farmer, Jerry Washington, C. M. Jones, Daniel Vick, Samuel Williams and C. H. Darden be and they are constituted a board of trustees for the graded school for the colored children. That said board shall have power to fill all vacancies, to employ teachers, and do all such acts as may be necessary to keep up the said school for colored children."
1883_public laws_193_6,project experts,1,public laws,192,5,"CHAPTER 192 An act to establish graded schools in Wilson township, Wi!son county. T he General Assembly of North Carolina do enact:","That Thomas J. Hadley, R. J. Taylor, Warren Woodard, George D. Green, G. W. Blount, Moses Rountree, H. C. Moss, H. G. Conner and M. T. Maye, be and they are hereby constituted a board of trustees for the graded school for the whites; that said board shall have power to fill all vacancies in said board, to employ teachers, and do all such acts as may be necessary to carry on said school for the white children."
1883_public laws_189_8,project experts,1,public laws,188,7,CHAPTER 188 An act to establish a graded school in the town of Monroe. The General Assembly of North Carolina do enact :,"That the public school money which shall from time to time be collected under the general school law for public school purposes for the colored children in said town, shall be applied for keeping up the public graded school for the colored children, under the orders and directions of the board of trustees for said graded school for the colored children in the event that such graded school should be operated in said town."
1883_public laws_189_2,project experts,1,public laws,188,1,CHAPTER 188 An act to establish a graded school in the town of Monroe. The General Assembly of North Carolina do enact :,"That the commissioners for the town of Monroe, in the county of Union, are hereby authorized to submit to the qualified voters of said town at such time and under such rules and regulations as the said commissioners may prescribe, whether an annual assessment shall be levied therein for the support of a graded school for the white children, and a graded school for the colored children in said town; that at such elettion such qualified voters as are in favor of levying such assessment shall vote a written or printed ballot with the words  for school upon it, and such voters as are opposed to the levying of such assessment shall vote a written or printed ballot with the words against school upon it, and the penalties for illegal and fraudulent voting in this election and the rules and regulations for conducting the said election shall be in all respects the same asin the annual elections for mayor and commissioners of the said town of Monroe."
1883_public laws_187_7,project experts,1,public laws,186,6,CHAPTER 186 An act in relation to the graded schools of Goldsboro township in the county of Wayne. The General Assembly of North Carolina do enact:,"That whenever it shall appear to the board of commissioners for Wayne county, upon a petition in writing, signed by the trustees of the graded school for whites for Goldsboro township, that an increase of the assessment for maintaining such school is desirable and necessary, then it shall be the duty of the said board of commissioners to submit the question of such increase of assessment to the qualified white voters of said township, under such rules and regulations as the said board of commissioners may prescribe; and in submitting such question to the voters as aforesaid, the rate of assessment on the poll and property shall be expressly named and limited. Each voter shall vote a written or printed ballot with the words for increase of school assessmert, or against increase of school assessment; and such election shall be conducted under the same rules, regulations and penalties as are prescribed by law for the election of members of the general assembly; and in case a majority of the qualified white voters of said township shall be in favor of such increase of assessment, the same shall be levied and collected in the same manner as is provided by law for levying and collecting state and county taxes. The provisions of this section shall also apply to the graded school for the colored in Goldsboro township, and at all elections held pursuant thereto, relating to said graded school for the colored, only the qualified colored voters of said township shall be entitled to vote."
1883_public laws_149_2,project experts,1,public laws,148,1,"CHAPTER 148 An act to provide for local assessments in aid of public schools, The General Assembly of North Carolina do enact :","That upon written petition, signed by ten white voters of any school district for white children, or by a like number of colored voters of any school district for colored children, it shall be the duty of the board of county commissioners wherein such district is located, to post a notice, signed by their chairman, at three public places in such district, notifying the white or colored tax payers, as the case may be, that they will be heard at the next regular meeting of said board as to submitting to the voters the levying and collecting an assessment in such district in aid of the public school in said district. At said meeting the board shall hear a]l persons who map desire to be heard, and shal} decide whether the question shall be submitted to the said voters or not; and if they decide to submit the question to the voters, they shall also decide what per cent., not exceeding twenty-five cents on the hundred dollars valuation of property and seventy-five cents on the poll, shall be collected on property and the amount on polls respectively, and shall issue a written order, signed by the chairman of said board, to the school committee of such district, to submit to the qualified white or colored voters of such district, as the case may be, whether an annual assessment shall be levied and collected therein for the support of the public school in said district for the white children, or for the colored children, as the case may be. Said committee shall give thirty days wrilten or printed notice of the time and place at which said election shall be held, and the said notice shall be posted at three public places in said district. Said committee, or a majority of them, after being sworn by a justice of the peace, shall open the 15 polls, hold said election, eount the votes and shall report to the board of county commissicners at their next regular meeting after said election the result thereof. ach voter shall deposit a ballot, upon which shall be written or printed the word assessment or the words  no assessment; and said election shall be held and conducted in all other respects under the same rules, regulations and penalties as are prescribed for the election of members of the general assembly."
1883_public laws_122_8,project experts,1,public laws,121,7,"CHAPTER 121 An act to amend an act entitled an act to revise and consolidate the public school law, and to make more efficient the system of public instruction in this state, ratified March tenth, one thousand eight hundred and eighty-one. The General Assembly of North Carolina do enact:","Amend section twenty-four by striking out in line eleven the words one months, and inserting the words thirty days. Amend section twenty-four, line one, by inserting after the word each the words white and each colored. Amend the same section, in line four, by striking out the word  December and inserting the word October, and by inserting after the word  whose, in line four, the words, term of service shall begin the first Monday of December following, and whose."
1883_public laws_37_5,project experts,1,public laws,36,4,"CHAPTER 36 | An act to establish a graded public school in the town of Statesville, The General Assembly of North Carolina do enact :","That said  Board of Education of the town of Statesville may sue and be sued, have a common seal, purchase and hold real estate for the purposes of said corporation as herein expressed, not exceeding fifty thousand dollars in value; and may adopt rules for its government not inconsistent with the constitution and laws of the state; and the said board shall receive and apply to the purposes of the said graded school all publicschool moneys from whatsoever source arising which are now or may hereafier be applicable to the common school education of white children within the school age and resident within the town of Statesville. ."
