chapter,section,text
CHAPTER 357.,Ssc. 10.,"Ssc. 10. This act shall be in force from and after its ratification.   Ratified the 2d day of March, A. D. 1899.   "
CHAPTER 358.,Chapter_Title,"CHAPTER 358.  An act to allow Tyrrell county to levy special tax.    WHEREAS, the county of Tyrrell has an outstanding debt  amounting to say nine hundred and fifty dollars with accrued  interest thereon due by county orders or warrants issued by the  board of county commissioners before March thirteenth, eighteen  hundred and ninety-five, and there is no provision made for the  payment of said debt; and   WHEREAS, since the thirteenth day of March, eighteen hun-  dred and ninety-five, there has been issued by the county com-  missioners orders or warrants which by law must be paid agree-  able to the numbers of said orders a sufficient amount to ccnsume  all of the general county taxes which will be collected in eight-  een hundred and ninety-nine and nineteen hundred, hence the  board of county commissioners are placed to a great disadvantage  to meet the current and necessary county expenses; therefore     The General Assembly of North Carolina do enact :   "
CHAPTER 358.,SEcTION 1.,"SEcTION 1. That the board of county commissioners of Tyrrell  county shall levy a special tax of two thousand eight hundred dol-  lars, observing the equation between property and poll; the  same shall be collected and accounted for by the same officers  who sha!l collect and receive the other county taxes, and the com-  missioners Shall require a sufficient bond of the sheriff or collector  and the county treasurer for the faithful eollection and payment  of the said fund. .   Sc. 2. That one thousand four hundred doliars of said tax so  levied shall be applied to the payment of all county orders or  warrants and the interest due thereon issued by the county com-  missioners of Tyrrell county, North Carolina, before the thir-  teenth day of March, eighteen hundred and ninety-five; one-half  of the said one thousand four hundred dollars shall be collected  and paid in eighteen hundred and ninety-nine and the remaining  half in nineteen hundred. ;  "
CHAPTER 358.,SxEc. 3.,"SxEc. 3. That one thousand four hundred dollars of said tax set  forth in section one of this act shall be applied to the payment  of orders or warrants issued by the county commissioners after  the passage of this act and for no other purpose; seven hundred  dollars of said one thousand four hundred dollars shall be col-  lected .in eighteen hundred and ninety-nine and the remaining  seven hundred dollars in nineteen hundred and paid out accord-  ingly. ,  "
CHAPTER 358.,Src. 4.,Src. 4. That the special tax set forth in this act shall not ex-  ceed twenty cents on the hundred dollars valuation of property  and sixty cents for the poll.  
CHAPTER 358.,SkEc. 5.,"SkEc. 5. The surplus remaining in the hands of the treasurer of  Tyrrell county, North Carolina, after paying off and settling the  bonds provided for in chapter two hundred and fifty-seven, laws  eighteen hundred and eighty-nine, shall be used by the county  commissioners of Tyrrell county in payment of county orders or    warrants issued after the passage of this act andfornoother     purpose. "
CHAPTER 358.,Sec. 6.,Sec. 6. That it shal] be unlawful for any county officer to use  any of the moneys arising from the provisions of this act for the  payment of any county orders or warrants and not provided for  in this act; any officer of said county violating the provision of  this section shall forfeit the amount of said order or warrant and.  the said warrant or order shall in no ease be allowed the said  officer in his settlements. 
CHAPTER 358.,Src. 7.,Src. 7. That all laws and clauses of laws in conflict with this  act are hereby repealed. 
CHAPTER 358.,Src. 8.,"Src. 8. This act shall be in force from and after its ratification.  Ratified the 2d day of Mareh, A. D. 1899.        "
CHAPTER 359.,Chapter_Title,CHAPTER 359.    An act to allow the board of commissioners for Jackson county to levy  a Special tax.    The General Assembly of North Carolina do enact :  
CHAPTER 359.,SECTION 1.,SECTION 1. That the board of commissioners for the county of  Jackson are hereby authorized and empowered at the regular  times for levying taxes in the years eighteen hundred and ninety-  nine and nineteen hundred to levy a special tax upon property  and polls in said county for the purpose of discharging and pay-  ing the general county indebtedness and repairing and construct-  ing bridges in said county.  
CHAPTER 359.,Sec. 2.,Sec. 2. That said commissioners are hereby authorized and  empowered under this act to aid in the construction of a bridge  across the Tuckaseigee river in Barkers Creek township in said  county at such place in said township as said commissioners may  decide to be for the greatest convenience of the citizens of said  county.  
CHAPTER 359.,Sec. 3.,"Sec. 3. That the amount of the tax levied as aforesaid under  this act shall be determined by said board of commissioners, but  shall not in either year exceed thirty-three and one-third cents  on the one hundred dollars worth of property and one dollar on  the poll, and the constitutional equation between the property  and the poll shal! always be observed in making such levies.  "
CHAPTER 359.,Src. 4.,Src. 4. That said tax shall be collected and accounted for by  the sheriff or tax collector of said county in the same manner and  under the same penalties prescribed by law for the collection of  other taxes in aid county.  
CHAPTER 359.,Src. 5.,"Src. 5. That this act shall be in force from and after its ratifi  eation.   Ratified the 2d day of March, A. D. 1899.        "
CHAPTER 360.,Chapter_Title,CHAPTER 360.    An act to prohibit hunting or fishing on any lands in Wilkes county  except by consent of owner.    The General Assembly of North Carolina do enact :  
CHAPTER 360.,SEcTion 1.,SEcTion 1. That it shall be unlawful for any person to hunt or  fish on the lands or waters of another in Wilkes county with or  without gun or dogs except by written consent of the owner.  
CHAPTER 360.,Src. 2.,Src. 2. Thatany person so offending shall be deemed guilty of  @ misdemeanor and upon conviction shall be fined not less than  five dollars nor more than ten dollars for each and every offense  
CHAPTER 360.,Src. 3.,"Src. 3. That this act shall be in force from and after its ratifi  eation.   ' Ratified the 2d day of March, A. D. 1899.  32    "
CHAPTER 361.,Chapter_Title,"CHAPTER 361.    An act to repeal chapter four hundred and twenty-nine, public laws of  eighteen hundred and ninety-five.  Vhe General Assembly of North Carolina do enact :  "
CHAPTER 361.,SEcTION 1.,"SEcTION 1. That chapter four hundred and twenty-nine (429) of  the public laws of North Carolina of the session of eighteen hun-  dred and ninety-five (1895), entitled An act to establish graded  schools in the town of Clinton, North Carolina, be and the same  is hereby repealed.   Sec. 2. That this act shall be in force from and after the  fifteenth day of June, Anno Domini eighteen hundred and ninety-  nine: Provided. it shall have been ascertained that a majority of  the qualified voters residing within the corporate limits of the  town of Clinton, said county, have cast their ballots against  graded school taxes at an election to be held as hereinafter pro-  vided.  "
CHAPTER 361.,Src. 3.,"Src. 3. That there shall be submitted to the qualified voters  residing within said limits on the Tuesday after the second Mon-  day in May, eighteen hundred and ninety nine, under such rules  and regulations as may be prescribed by the board of commis-  sioners of the said county of Sampson, the question whether an  annual tax shall be levied within said limits for the sup-  port of graded schools for whites and blacks to be located within  said limits; each voter shall vote a ballot without device with  the words For graded school taxes** printed or written thereon,  or partly printed or partly written thereon, if in favor of levying  said taxes; or if opposed to the levying of said taxes shall vote a  ballot without device with the words Against graded school  taxes printed or written thereon, or partly written or partly  printed thereon. |  "
CHAPTER 361.,Sec. 4.,Sec. 4. That the penalties for illegal and fraudulent voting in  the election herein provided for shall be the same as in the elec-  tion for the members of the general assembly.  
CHAPTER 361.,Skc. 5.,"Skc. 5. That should it be ascertained as the result of said elee-  tion that a majority of the qualified voters within said limits  have cast their ballots For graded school taxes then this act  shall be  and void and of no effect.   Ratified the 2d day of March, A. D. 1899. .        "
CHAPTER 362.,Chapter_Title,CHAPTER 362.  An act in relation to public schools in the town of Maxton.  The General Assembly of North Carolina do enact : 
CHAPTER 362.,SEcTION 1.,SEcTION 1. The town of Maxton shall be and is hereby consti-  tuted a public school district for both white and colored schools. 
CHAPTER 362.,Src. 2.,"Src. 2. The school committee hereinafter provided for shal     have entire and exclusive control of the public school interests  and property in the town of Maxton, shall prescribe rules and  regulations for their own government not inconsistent with the  provisions of this act, shall employ and fix the compensation of  teachers and do all other acts that may be just and lawful to con-  duct and manage the public school interests in said town: Pro.  vided, all children resident in the town of Maxton between the  ages of six and twenty-one years shall be admitted into said  schools free of tuition charges: Provided further, that the school  committee may receive as students non-resident children upon  payment of reasonable tuition charges, to be fixed by the com.  mittee.  "
CHAPTER 362.,Sec. 3.,"Sec. 3. A. J. McKimmon, J. W. Carter, J. B. Weatherly. T. B.  Pace, W. S. MeNair, J. A. McLean and G. B. Patterson are  hereby appointed school committeemen for the publie schools of  said town of Maxton. As soon as the said committee shall have  qualified they shall divide themselves by lot into three classes.  The first class shall be composed of two members, the second  class of two members and the third class of three members. Suc-  cessors in office to the members of the first class shall be elected  by the board of commissioners of Maxton at their first regular  meeting in July, eighteen hundred and ninety-nine, and succes-  sors in office to the members:-of the second and third classes shall  be elected by the board of commissioners of Maxton twoand four  years respectively thereafter. Persons elected school committee-  men by the board of commissioners shall be elected for a. term of  six years. Vacancies caused by death, removal or other cause  shall be filled by the board of commissioners of town of Maxton.  The mayor of Maxton shall be ex officio chairman of the school  committee.  "
CHAPTER 362.,Src. 4.,"Src. 4. At the date of the municipal election next ensuing the  passage of this act or at any time within twelve months there-  after, as the school committee may determine and request, the  board of commissioners of the town of Maxton shall submit to  the qualified voters of said town the question whether a special  school tax shall be annually levied to supplement the public  school fund in said town. Said election shall be held under the  rules and regulations governing municipal elections in said town,  and for the purposes of said election the board of commissioners  shall order an entirely new registration. For the purpose of or-  dering said registration and election the board of commissioners  may meet in special session. At the election to be held under the  provisions of this act those who favor the levying of such tax  shall vote a ticket on which shall be printed or written the words  For special tax, and those who are opposed shall vote a ticket  on which shall be printed or written the words Against special     tax. Ifa majority of the qualified voters shall be in favor of  said tax the same shall be annually levied and collected as the  other town taxes, and the tax collector shall be subject to the  same liabilities for the collection and disbursement of the said  tax as he is or may be for other town taxes. The taxes levied  and collected under the provisions of this act shall be placed to  the credit of the school committee and shall be by them applied  exclusively to the support and maintenance of the public schools  in the town of Maxton. The special school tax thus levied and  collected shall not exceed fifty cents on the one hundred dollars  valuation of property and one dollar and fifty cents on the poll.  "
CHAPTER 362.,Src. 5.,Src. 5. The moneys which shall from time to time be appor-  tioned under the general school law to the public schools in Max-  ton shall be placed to the credit of the school committee provided  for in this act.  
CHAPTER 362.,Ssc. 6.,"Ssc. 6. It shall be the duty of the said school committee to dis-  tribute and apportion the school moneys placed to their credit so  as to give each school in the town, white and colored, the same  length of schoo! term as nearly as may be each year, and in mak-  ing expenditures the committee shall have proper regard for the  grade of work to be done and the qualifications of the teachers  required in each school, white and colored, in said town.  "
CHAPTER 362.,Src. 7.,Src. 7. The school committee shall make an annual report to  the board of commissioners of the receipts and disbursements of  all school funds under their control.  
CHAPTER 362.,Ssc. 8.,"Ssc. 8. The school committee hereby created shall be a body  corporate by the name and style of The School Committee of  Maxton, and by that name shall be capabie of receiving gifts  and grants, of purchasing and holding real and personal estate,  of selling, mortgaging and transferring the same for school pur-  poses, of prosecuting and defending suits for or against the cor-  poration hereby created. Conveyances to said school committee  shall be io them and their successors in office.  "
CHAPTER 362.,Sic. 9.,"Sic. 9. This act shall be in force from and after its patio   Ratified the 2d day of March, A. D. 1899.   "
CHAPTER 363.,Chapter_Title,CHAPTER 363.    An act to levy a special tax for Ashe county.    The General Assembly of North Carolina do enact:  
CHAPTER 363.,SECTION 1.,"SECTION 1. That the commissioners of Ashe county are hereby  authorized and empowered at their regular session in June, eight-  een hundred and ninety-nine (1899) and nineteen hundred (1900)  to levy a special tax upon the property and polls in said county     for the purpose of discharging and paying the general indebted-  ness of said county.  "
CHAPTER 363.,SEC. 2.,"SEC. 2. That the amount of tax levied as aforesaid under this  act shall be determined by said board of commissioners, but shall  not in either year exceed fifteen centson the hundred dollars  worth of property and forty-five cents on the poll, and the con-  stitutional equation between the property and the poll shall  always be observed in making such levies.  "
CHAPTER 363.,SkEc. 3.,SkEc. 3. That the said tax shall be collected and accounted for  by the sheriff of saidjcounty in the same manner and under the  same penalties prescribed by law for the collection of other taxes.  
CHAPTER 363.,Sec. 4.,"Sec. 4. That this act shall be in force from and after its ratifi-  eation.   Ratified the 2d.day of March, A. D. 1899.   "
CHAPTER 364.,Chapter_Title,CHAPTER 364.    An act to alicw the board of commissioners 6f Greene county to levy a  special tax.    The General Assembly of North Carolina do enact:  
CHAPTER 364.,SECTION 1.,"SECTION 1. That the board of commissioners of Greene county  be and they hereby are authorized to levy a special tax for the  years eighteen hundred and ninety-nine and nineteen hundred,  at the times of levying the general taxes for said county, which  special tax shall be levied upon the taxable property and polls as  other subjects of taxation in said county, and may amount to  but shall not exceed the sum of three thousand ($3,000) dollars,  one-half of the same to be levied and collected in each of the said  years, observing the equation prescribed in the constitution, and  the said special tax is authorized and is to be levied and collected  only for the purpose of paying off the indebtedness and construct-  ing and repairing bridges and public buildings of said county.  "
CHAPTER 364.,Src. 2.,"Src. 2. That this act shall be in force from and after its ratifi-  eation.   Ratified the 2d day of March, A. D. 1899.   "
CHAPTER 365.,Chapter_Title,CHAPTER 365.  An act to allow Lincoln county to levy a special tax.    The General Assembly of North Carolina do enact :  
CHAPTER 365.,SECTION 1.,"SECTION 1. That the board of county commissioners of Lincoln  eounty, North Carolina, be and they are hereby authorized and  empowered to levy a special tax not to exceed fifteen cents on  the hundred dollars valuation of property and forty five cents on                ninety nine, nineteen hundred, and nineteen hundred and one . Oo  be expended for the purpose of Paying the indebtedness oe  Tee ae    the same i timo as other taxes in said county. "
CHAPTER 365.,Sic. 3,"Sic. 3 That this act shall be in force from and after its aie  cation.  Ratified the 2d day of March, A. D.1899.  vf  FO   "
CHAPTER 366.,Chapter_Title,CHAPTER 366. ae  An act to fix the time for holding courts of Robeson county.    The General Assembly of North Oaroinn do enact:   
CHAPTER 366.,SECTION 1.,"SECTION 1. That the terms of the superior courts for Robeson  county shall be held as follows: On the third Monday before the  first Monday in March, on the eighth Monday after the first Mon-  day in March, on the third Monday after. the first Monday in  July, and on the fifth Monday after the first Monday in Septem-  ber, each term to continue for one week out to be for the trial of  civil cases only.  "
CHAPTER 366.,Sec. 2..,Sec. 2.. That the terms of the circuit criminal courts for Robe-  son isiatity shall be held on the third Monday in April and on the  second Monday in November.  
CHAPTER 366.,Sec. 3.,Sec. 3. That all laws and clauses of laws in conflict with the  provisions of this act are hereby repealed.  
CHAPTER 366.,Src. 4.,"Src. 4. That this act shall be in force from and after its ratifi-  cation.   Ratified the 2d day of March, A. D. 1899. aR   "
CHAPTER 367.,Chapter_Title,CHAPTER 367.    An act to appoint justices of the peace for certain counties in North  Carolina.    The General Assembly of North Carolina do enact :   
CHAPTER 367.,SECTION 1.,"SECTION 1. That the following-named persons be and are  hereby elected and appointed justices of the peace for their re-.  spective countigs for a term of six years from April first, eighteen  hundred and ninety-nine:   Washington county, Plymouth townshipJames F. Yeager,  C. J. Norman, W. J. Jackson, F. R. Johnson, W. C. Hassell,  Asa A. Harrison, G. W. Jackson. A. T. Gaylord, Warren Am-  brose, J. E. Reed, Levi Blount, D. O. Brinkley. c     Lees Mills townshipJ. E. Singleton, R. M. Peacock,- W. T.  Spruill, S. B. Johnston, J. K., Blount, A. T. Knowles ne S.  Davenport.   Skinnerville townshipH. M. Snell, E. R. Spruill, Henderson  Clifton and J. W. Patrick.   Seuppernong townshipCharles McGowan, Eli J. Spruill, G. H.  Holmes, W. H. Hardison.   Granville county, Fishing Creek townshipE. C. Harris, A. P.  Overton, T. J. Brummitte, J. B. Elliott, J. P. Bratcher, J. R.  Renn, Abner Newton, T. G. Taylor, W. A. Parham.   Brassfields townshipP. P. Cannady, Allen Davis, R. H. Whit-  field, W. E. Cannady, J. P. Jenkins. T. C. Rodgers, W. H. Gar-  ner, W. A. Blackley. J. D. Davis, H. D. Mangum and J. B. Floyd.   Dutchville townshipT. D. Akin. S. F. Bullock, M. L. Coley,  B. E. Green, J. N. Tillery, Z. E. Lyon, M. B. Waller.   Tally Ho townshipMillington Blalock, B. D. Howard, J. P.  Cannady. P. T. Farrabow. R. V. Wade, J. R. Waltersand W. D.  Kimball}.   Wainut Grove TownshipR. W. Hobgood, W. C. Currie. m Ss.  Latta and B. B. Slaughter.   Oak Hill townshipJ. B. Elliott, W.S. Eakes, Lerry 8. Elliott,  J. W. Chandler, R. A. Lloyd, L. 8S. Royster, G. B. Royster and  J.B. Wilkerson. ;   Sassafras Fork townshipJ. K. Ciement, W. B. Royster, R. T.  Hicks, H. M. Tally, W. L. Taylor, Herbert Gregory, T. W. Sto-  yall and 8S. J. Currie. fits   Salem townshipD. N. Hunt, R. O. Smith, N. G. Crews, E. A.  Hunt, E. W. Patterson, W. S. Hester, D. T. Cheatham.   Oxford townshipA. C. Parham, W. T. Lyon, .W. L. Rayland,  E. T. Rawlins, 8. V. Ellis, J. K. Wood, W. 8S. Burwell, J. L. Fer-  guson, John H. Meadows, H. H. Eatnfan and A. 8. Hail.   Caswell county, Anderson township--J. R. Burton, 8. F. Flor-  ence.   Dan River townshipJ . FE. Walters, William Lea, R. M. Moore  and C. B. Flintoff.   High Tower townshipJ. R. Smith, W. W. Murray.   Leasburg townshipR. A. Pointer, S. Pink Newman.   Milton townshipJ. P. Poteat, J. B. Yarboro dnd C. H.Thacker,  - Locust Hill townshipThomas D. Worsham and John A. Cobb.   Pelham townshipA. K. Pinner and J. F. Travis.   _ Strong Creek townshipW. M. Leath and P. M. Somera.   Yanceyville townshipJ. C. Pinnex, M. Oliver and G. T.  Manley.   Vance county, Henderson townshipP. T. Jones, J. B. Gary,  Frank Worthans, N. H. Chavasse, J. A. Kelly, B. W. Brann,  M. Dorsey, W. H. Hart, W. E. Gary, R. J. Corbett.     KitrellG. W. Kitrell, Thomas H. Crudup, C. H. Willian ae  Robert J. Gill. ag   DabneyJ. C. Bobbitt, H. W Crews, Boze Flemming. Willian ie  Fuller, H. E. Crews. * Ries   Winboro Walter Bullock, W. T. Hardy, Hy. T. Shanks, R.. A  Bullock.   TownsvilleThomas Taylor, N. D. Boyd, N. D. Morton, J. oa  B. Hunt. val   NutbushC. M. White, W. W. White, Richard Wilson. 2   MiddleburgL. H. Lankford, W. H. Parish, cho was V. Rea-  land, J. K. Plummer:   Sandy CreekR. H. Southland, D. H. Reavis, W. B. Daniel,  B. P. Alston and C. O. Duke. ay  "
CHAPTER 367.,Suc. 2.,"Suc. 2. That the several justices of the peace hereby appointed)  shall qualify before the clerk of the superior court of their re-  spective counties by taking the oath prescribed by law on or be  fore the first day of June, eighteen hundred and ninety-nine, and.  shall furnish themselves with books without expense to the state,  except acts of eighteen hundred and ninety nine.  "
CHAPTER 367.,Src. 3.,Src. 3. That all laws and clauses of laws in conflict: with this  act are hereby repealed.  
CHAPTER 367.,Suc. 4.,"Suc. 4. That this act shall be in force from and after its 5 vatifi  gation.   Ratified the 2d day of March, A. D. 1899.               "
CHAPTER 368.,Chapter_Title,"CHAPTER 368.    a    An act to establish a dispensary at Seaboard, in Northampton  county.    The General Assembly of North Carolina do enact:    _SEcTIon 1. That it shall be unlawful for any person in any   eapacity whatever to sell directly or indirectly any spirituous,  vinous, malt or other intoxicating liquors within the corporate  limits of the town of Seaboard in Northampton county, state of  North Carolina, except as hereinafter provided in this act.  "
CHAPTER 368.,Src. 2.,"Src. 2. That it shall be the duty of the commissioners of the  town of Seaboard to appoint three persons, viz: _-__..... --=---,  __.---, Who shall be known as dispensary commissioners, who  shall hold their office respectively for one, two [and] three years,  the said town commissioners designating at the time of appoint-  ment the respective term of office of each dispensary commissioner,     each of whom shall continue in office until the appointment of  his successor; that at the expiration of the term of any dispen-  sary commissioner the two dispensary comiissioners whose terms  have not expired shall nominate and appoint an elector of the  town to fill the office made vacant by the expiration of said dis  pensary commissioner, and upon the approval of the appoint-  ment by the town commissioners he shall become a dispensary  commissioner for the term of three years; should the town com-  missioners reject the nomination and appointment of any one as  a dispensary commissioner the said dispensary commissioners  whose terms have not expired shall nominate another or others  until one has been approved by the town commissioners. The  said dispensary commissioners before entering upon the dis.  charge of their duties shall take and subscribe an oath faithfully  to discharge and perform the duties of their office, which oath  shall be filed with the secretary or clerk of the board of town  eommissioners. If from-any cause the dispensary conimissioners  shall fail for thirty days to elect a commissioner to succeed one  whose term has expired then it shall be the duty of the town  eommissioners to appoint a citizen and elector of Seaboard to fill  the office then vacant.  "
CHAPTER 368.,SEc. 3.,"SEc. 3. That it shall be the duty of the dispensary commission.  ers first appointed by the town commissioners of Seaboard to pro-  vide a suitable place for the sale of spirituous, vinous, malt and  other liquors within the corporate limits of the town of Seaboard  (which shall not be within two hundred feet of any church),  where spirituous, vinous and malt or fermented liquors shall be  kept for sale under the direction of said dispensary commissioners  by a manager, who shall have charge and controi of all liquors  bought by said dispensary commissioners for sale in said town.  The said manager shall be chosen by the said dispensary commis-  sioners and shall have charge of the management of said dispen-  sary or place for the sale of liquors under the contrcl of said dis-  pensary commissioners, and he shall be subject to dismissal for  any cause which said dispensary commissioners shali in their dis:  cretion deem sufficient; he shall give bond in the sum to be fixed  by said dispensary commissioners, not less than five hundred dol-  lars, for the faithful discharge of his duties and for the payment  of all sums of money received by him to the treasurer of the  town of Seaboard. He shall be paid a salary to be fixed by said  dispensary commissioners, not exceeding the sum of fifty dollars  per month, which compensation shall not be dependent upon the  amount of sales made by him.: It will be the duty of the mana-  ger to keep a register in which shall be kept a record of the  names of persons to whom any liquors are sold. the quantity  sold, price paid and date of sale.    "
CHAPTER 368.,SEc. 4.,"SEc. 4. The manager of the dispensary shall and at all times  keep under the supervision of the dispensary commissioners a  stock of spirituous, vinous and malt liquorsin such quantities  as the dispensary commissioners shall direct; all bills incurred  for the establishinent and maintenance of the dispensary, and  the purchase of stock from time to time, shall be paid by the  treasurer of the town of Seaboard upon presentation of such bills  approved in writing by a majority of the dispensary commission  ers; said manager shall sell only for cash and shall turn over ali  moneys received by him to the treasurer of the town each week,  who shall keep a separate account of the same.   SEc. 5. Said dispensary commissioners shall make from time to  time rules and regulations for operation of said dispensary. The  quantity to be sold to any one person shall be determined by  them, but in no event shail wine or liguors be furnished in less  than one-half pint and none shall be drunk in the building or on  the premises where the dispensary is established, nor shall any  liquors be soid to any person known to be an habitual drunkard,  to minors or persons intoxicated, except upon the prescription of  a regular licensed physician. The dispensary shall not be open  before sunrise and shall be closed before sunset, and it shall be  closed on Sunday, election days and such other days and under  the same circumstances as make the sale of liquors unlawful un-  der the laws of this state.  "
CHAPTER 368.,SEc. 6.,"SEc. 6. The price at which spirituous, vinous or malt liquors  shall be sold shall be fixed by the dispensary commissioners: Pro-  vided, that the same shall not be sold fora profit exceeding  eighty (80) per centum above the actual cost thereof. 3  "
CHAPTER 368.,SEc. 7,"SEc. 7 The manager of said dispensary shall sell to no person  or persors any spirituous, vinous or malt liquors except in sealed  packages, and he shall not keep any broken packages in said dis-  pensary. and whenever any origina! package is broken it shall  be at once bottled and sealed. Said manager shall make a  monthly report to the dispensary commissioners showing the  amount of sales for the preceding month and stock on hand on  the last day of the month.  "
CHAPTER 368.,SEC. 8.,"SEC. 8. Said dispensary commissioners shall cause an inspection  and analysis to be made of the stock on hand from time to time  by a competent chemist and no vinous or malt liquors shall be  sold in said dispensary that are not well known in the market as  pure and unadulterated, and the commissioners are required to  have wine and malt liquors analyzed from time to time to deter-  mine whether they are pure asrepresented. If any spirituous or  malt liquors are.condemned by the chemist making analysis as  impure and unwholesome such liquors shall not be sold by the     minanager and payment for the same shall be refused to the per-  sons from whom such liquors were purchased.  "
CHAPTER 368.,SEc. 9.,"SEc. 9. No spirituous, vinous or malt Jiquors shall be sold in  said dispensary to persons purchasing for the purpose of selling  again, either jawfuly or unlawfully, and said dispensary commis-  sioners are required to make such rules and require the manager  to make such investigation as will prevent persons from so pur-  chasing, and if said dispensary commissioners become satisfied  that any person or persons have purchased or are purchasing for  the purpose of selling again, they shall direct the manager as to  the quantity to be so!d to such person or persons, which will be  such an amount as will prevent a resale, and in case when said  dispensary commissioners are satisfied that any person or persons  are indirectly or directly purchasing repeatedly for the purpose  of selling the dispensary commissioners are authorized to direct  the manager not to sell to such person or persons except upon  the certificate of a respectable physician that such liquors are  needed for medical purposes.  "
CHAPTER 368.,Src. 10.,"Src. 10. The manager of the dispensary shall not allow any  person or persons to loiter in or about the dispensary and prem-  ises in which it is situated, and for a failure to comply with this  section he shall be removed by the dispensary commissioners,  and any person refusing to leave the dispensary and the premises  on which it is situated shall be punished upon conviction in the  mayors court as shall be prescribed by the ordinances of said  town.  "
CHAPTER 368.,Src. 11.,"Src. 11. The mayor and board of town commissioners of said  town of Seaboard shall from time to time pass such ordinances as  may be necessary to carry [out] the purposes of this act, and shall  provide suitable penalties for violation of the provisions of this  act, as the regulations of the dispensary commissioners, by the  mayor or other persons. _  "
CHAPTER 368.,Src. 12.,"Src. 12. The mayor and board of town commissioners may bor-  row a sufficient amount to establish the dispensary as provided  for in this act, which amount shall be repaid by the profits of the  dispensary, and thereafter the dispensary shall be supported  and maintained out of the profits arising out of the sales in the  dispensary: Provided, that said mayor and board of town com-  missioners shal! be authorized and are hereby required to appro-  priate at any time such sums as may be necessary to keep the  dispensary in operation if there should for any reason be no  money in hand derived from the profits of the dispensary, such  amounts being always repaid to the town treasurer out of the  first profits thereafter realized from the dispensary. Should there  be no funds in the town treasurer [treasury] said mayor and  board of town commissioners are hereby authorized and empow-  ered to borrow the money herein provided for.    "
CHAPTER 368.,Sec. 13.,"Sec. 13. The dispensary commissioners shall make an annual   report showing in detail the amount of money expended in the is  purchase of liquors, to whom paid, the amount of money realized y  from the sale of liquors, the expense of the said dispensary, salary  paid to manager, dispensary commissioners, and all other moneys  expended on account of said dispensary and moneys received on  account thereof.  "
CHAPTER 368.,Src. 14.,"Src. 14. That the dispensary commissioners shall pay to the  schools of the town of Seaboard two-thirds (3%) of the profits  arising from the said dispensary, and the remaining one third (4%)  profit shall be paid to the town. The town board shall have con-  current jurisdiction with school committee so far as the money  arising from the dispensary.  "
CHAPTER 368.,Suc. 15.,"Suc. 15. The dispensary commissioners shall be paid for their  services such sums as the board of town commissioners shall de-  termine, which shall not be less than twenty-five dollars per an-  num.  "
CHAPTER 368.,Sxc. 16.,"Sxc. 16. That any person who shall sell, barter or exchange to  another person within the limits of Seaboard township in North-  ampton county any spirituous, vinous or malt liquors or other  intoxicating jiquors in any quantity whatever or for any purpose  shall be guilty of a misdemeanor and on conviction shall be pun-  ished by a fine of not less than fifty dollars ($50) or more than  two hundred dollars ($200) and imprisonment in the county jail  not less than thirty days (80) in the discretion of the court: Pro-  vided, that it shall not be unlawful for druggists to sell for med-  ical purposes until the dispensary is established.  "
CHAPTER 368.,Src. 17.,"Src. 17. That the prohibition of the sale of spirituous, vinous  and malt liquors in Seaboard township in Northampton county  shall be prohibited after the first day of January, nineteen hun-  dred, during the existence and continuance of said dispensary in  the town of Seaboard.  "
CHAPTER 368.,Skc. 18.,"Skc. 18. Thisact shall be in force from and after its ratification.   Ratified the 2d day of March, A. D. 1899.   "
CHAPTER 369.,Chapter_Title,"CHAPTER 369.    An act suppiemental to an act entitled  An act to prevent the sale of  adulterated and misbranded food, and to make more effective the pro-   visions of chapter one hundred and twenty-two, public laws of eighteen   hundred and ninety-five.  7    The General issembly of North Carolina do enact :  "
CHAPTER 369.,SECTION 1.,"SECTION 1. That the act ratified Febr uary thirteenth, eighteen  hundred and nienty-nine, entitled An act to prevent the sale of ©  adulterated and misbranded food and to make more effective the         provisions of chapter one hundred and twenty-two, public laws  of eighteen hundred and ninety-five be amended by striking out  the -vord infirmity in section six, sub-section five of said act»  and inserting in lieu thereof the word inferiority; by striking  out after the word animal in section six, sub-section eight of  said act the words or animals and inserting in lieu thereof the  words or of an animal; and by inserting before the word  laws in section twelve of said act the word public.  "
CHAPTER 369.,SEc. 2.,SEc. 2. That this act shall be in force from and after its ratifi-  eation.   Ratified the 3d day of Geren A. D. 1899.   
CHAPTER 370.,Chapter_Title,CHAPTER 370.    An act to provide for the government of the North Carolina College of  Agriculture and Mechanic Arts.    The General Assembly of North Carolina do enact:   
CHAPTER 370.,SECTION 1.,"SECTION 1. That chapter three hundred and eight of the pub-  lic laws of eighteen hundred and eighty-five, chapter four hun-  dred and ten of the public laws of eighteen hundred and eighty-  seven, chapter one hundred and six of the public laws of eighteen  hundred and eighty-nine, chapter three hundred and forty-eight  of the public laws of eighteen hundred and ninety-one, chapter  eighty-five of the public laws of eighteen hundred and ninety-  seven, and chapter three hundred and twenty eight of the public  laws of eighteen hundred and ninety-seven, and all laws repealed  and amended thereby be and the same are hereby repealed and  amended in so far as they relate to and affect the Agricultural  and Mechanical College so as to read as follows: That the North  Carolina College of Agriculture and Mechanic Arts shall be  known and designated by the name of the North Carolina Col-  lege of Agriculture and Mechanic Arts, and shall be a body  politic and corporate with right to hold personal property and  real estate for the benefit of said college.  "
